,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
316,1pfgsjmxVZhoZpeDx6POKv,"Galantis, OneRepublic",Bones (feat. OneRepublic),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,205793,4,61.0
318,2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,169011,4,76.0
320,0939D7aT18uBDS2MTjWzct,Coldplay,Higher Power,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,4,76.0
322,2ykXJ9QVwx9Li8nsW0h6b2,"INNA, Sean Paul",UP,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.812,0.712,0,-5.993,0,0.0452,0.01,0.0,0.108,0.85,98.029,148944,4,71.0
324,7jEN3nuX9eIIXu7Nz1wslG,Birgir,Can You Feel It,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.606,0.684,7,-7.486,1,0.0343,0.0208,0.000867,0.107,0.225,116.993,193813,4,64.0
326,1G9hDB1bmxz131N9svQ8pY,Khalid,Satellite,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.741,0.73,7,-7.07,1,0.0349,0.0279,0.000264,0.0851,0.725,124.001,186515,4,77.0
328,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,97.0
332,0dgrFwOa0RrFzWcM0azTzx,AJR,The Good Part,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.287,0.473,5,-3.551,1,0.034,0.0858,4.4e-05,0.383,0.577,186.283,227267,4,68.0
336,7eqL9wlOJXQDwzdjUbhTT0,"Mike Perry, Hot Shade, TEN TIMES, whoisFIYAH",All Star,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.661,0.852,7,-3.573,1,0.0377,0.016,0.0,0.203,0.593,103.974,151278,4,58.0
338,2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4,76.0
340,6hH6QJ9ZAO0Z6m7PfvLoXW,ROSALÍA,CHICKEN TERIYAKI,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.788,0.4,2,-6.454,1,0.115,0.454,0.000141,0.0686,0.558,97.936,122227,4,73.0
342,1xyz2xqqpnhT3k1ApFPu6S,Willy William,Trompeta,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.64,0.862,7,-3.865,0,0.0319,0.0157,0.113,0.273,0.366,128.034,168705,4,71.0
344,5THQw2QDTWwOP1Hj543Rb2,"Roxette, Galantis",Fading Like A Flower,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.701,0.901,5,-4.34,1,0.046,0.018,1.08e-06,0.0665,0.908,121.022,145808,4,65.0
346,3Z7CaxQkqbIs1rewKi6v4W,"Tiësto, Charli XCX",Hot In It,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817,4,84.0
348,0roOLcll6SSTYZwsQFmXqP,Sabrina Carpenter,"Let Me Move You - From the Netflix film ""Work It""",37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.624,0.628,4,-6.582,0,0.0408,0.0112,0.0191,0.0814,0.772,114.556,147071,4,64.0
350,0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",Rasputin,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4,80.0
352,3nVJ4tGeLFR6HUiz3e7qAe,John De Sohn,Happy Kids,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.603,0.649,11,-5.848,1,0.0476,0.0105,0.0,0.243,0.672,124.073,177209,4,55.0
354,6Q3K9gVUZRMZqZKrXovbM2,"Kygo, Sasha Alex Sloan",I'll Wait,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.611,0.651,1,-6.973,1,0.0589,0.144,1.7e-05,0.105,0.351,122.983,215361,4,65.0
356,7AVyve7cFYTd51ha5i9kE2,"Luude, Colin Hay",Down Under (feat. Colin Hay),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.308,0.861,11,-4.112,0,0.172,0.012,0.00103,0.277,0.0386,171.966,158774,4,71.0
358,16Fxe5DvEXRxQwcorFyaIO,"Jeremy Zucker, BENEE",I'm So Happy (with BENEE),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.846,0.434,5,-7.118,1,0.118,0.642,0.0,0.197,0.681,132.899,173366,4,72.0
360,3U2imIBWN0BnTS516Lhjfr,Jake Troth,Sunday Smile,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.686,0.654,11,-6.73,1,0.0472,0.541,0.0,0.111,0.395,124.647,208644,4,57.0
362,5c0lWlmIyCq7hzBhpZasYL,Jubël,Weekend Vibe,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.688,0.742,5,-6.363,1,0.0496,0.00912,1.37e-06,0.186,0.74,110.026,166909,4,65.0
364,51Of5p3lKZeOg6itfs4og4,twocolors,Lovefool,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,190488,4,72.0
366,4uX1pkSuSidzJxT4eWL7x1,Adam Levine,Good Mood - Original Song From Paw Patrol: The Movie,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.735,0.694,11,-5.258,0,0.0387,0.00088,0.0,0.0582,0.777,121.46,210643,4,67.0
368,5H8fYiRySoxCnsjVzV67HO,"R3HAB, Sigala, JP Cooper",Runaway (with Sigala & JP Cooper),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.616,0.765,3,-5.821,1,0.123,0.221,0.0,0.152,0.494,121.83,168197,4,64.0
370,0OJN2A3Qyvd7pwSF0AIteC,"NOTD, SHY Martin",Keep You Mine,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,174761,4,68.0
372,1mMvahhW2Oz9waG8UTQnI4,"Galantis, Hook N Sling, Dotan",Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.58,0.804,9,-4.618,1,0.0279,0.0304,0.00359,0.105,0.137,126.005,215388,4,56.0
374,0jh5NRR4gX9tsFMLFDhEmX,Tom Gregory,Fingertips,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.718,0.697,1,-5.375,0,0.0252,0.0731,0.0,0.132,0.692,88.028,165430,4,59.0
376,1KixkQVDUHggZMU9dUobgm,Ava Max,My Head & My Heart,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4,79.0
378,7N06jo3EnV792VFaG8vuW6,"Felix Jaehn, VIZE, Miss Li",Close Your Eyes,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794,4,64.0
380,00ETaeHUQ6lops3oWU1Wrt,"Kygo, Donna Summer",Hot Stuff,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.681,0.773,5,-5.749,1,0.148,0.019,1.28e-06,0.11,0.429,119.961,199008,4,67.0
382,2QOB5UiRKggr2j9uMD3GYK,Jon Batiste,FREEDOM,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.873,0.651,1,-4.179,1,0.0374,0.0251,0.000107,0.213,0.828,115.002,178290,4,62.0
384,0ZXdzaT1k688dkpNeEgQiV,"NOTD, Astrid S",I Don't Know Why,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,207668,4,70.0
386,6TfeXwJihJRuBW3mFpib6J,"CLMD, Tungevaag",DANCE,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448,4,62.0
388,4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,146471,4,88.0
392,68zNuCEl9UHTbcBltW2uDv,Jubël,Someone,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.7,0.904,2,-4.03,1,0.0431,0.0531,8.03e-06,0.105,0.347,103.039,181102,4,59.0
394,43Hit5V2BpPq2vxvca3ysc,Sandro Cavazza,Lean On Me,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.799,0.419,6,-7.99,1,0.174,0.412,0.0,0.203,0.716,156.055,182497,4,67.0
396,14Bcv6siTBPw3TlP84dasC,KSI,Holiday,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.356,0.684,8,-7.347,1,0.0878,0.152,0.0,0.101,0.347,87.188,193733,4,66.0
398,5X73AYzzEE5Di0JwcQKt9N,"Justin Jesso, Seeb",Bigger Than,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.421,0.669,4,-4.724,1,0.127,0.151,0.0,0.635,0.326,175.788,208013,4,63.0
400,1c1sdxrYLIiuJOlE7PPttb,"Kygo, Zoe Wees",Love Me Now (feat. Zoe Wees),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.662,0.489,5,-7.067,1,0.0525,0.163,0.0,0.172,0.506,102.04,195881,4,73.0
402,2Rk4JlNc2TPmZe2af99d45,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,77.0
404,30cW9fD87IgbYFl8o0lUze,"Lucas & Steve, Haris",Perfect (feat. Haris),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.751,0.657,6,-4.642,1,0.0989,0.0955,0.0,0.0945,0.532,118.029,176517,4,60.0
406,7C7bJ7Y8ifewQHwWJn0cHj,Crash Adams,Destination,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.725,0.829,1,-4.484,1,0.0332,0.0248,0.0,0.072,0.915,124.008,163544,4,59.0
408,0FJw1Pg9xXCxbcyQMI6GAe,"Steve Aoki, Aloe Blacc",My Way (Steve Aoki & Aloe Blacc),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.585,0.82,10,-4.428,1,0.0774,0.11,0.0,0.134,0.396,169.895,197647,4,53.0
410,2MlOUXmcofMackX3bxfSwi,"Master KG, Nomcebo Zikode",Jerusalema (feat. Nomcebo Zikode),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,342613,4,74.0
412,2aXC0fD6qziwlOZZqhCqTd,"Hot Shade, Mike Perry, Chris James",Dive,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.979,164490,4,74.0
414,27u7t9d7ZQoyjsCROHuZJ3,"Clean Bandit, Mabel, 24kGoldn",Tick Tock (feat. 24kGoldn),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,4,73.0
416,140XpWSdJ0jZEbLj9iVnPA,"Sam Feldt, Karma Child, Tabitha",The Best Days (feat. Tabitha),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.667,0.827,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95,161944,4,64.0
418,4PkIDTPGedm0enzdvilLNd,Ellie Goulding,Sixteen,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,201072,4,62.0
420,2F83FxNVkK6PPMHuYnwyVc,"David Guetta, Ava Max",Let It Be Me (feat. Ava Max),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.743,0.529,7,-6.187,0,0.0505,0.128,0.0,0.181,0.438,102.048,172933,4,64.0
422,3nM3w8zepUEPTN8WbOccjz,Aloe Blacc,Hold On Tight,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.722,0.59,2,-7.512,1,0.0435,0.0264,0.0,0.0793,0.368,104.931,228120,4,60.0
424,43IcAhi0JNBOSqMuHonWQx,Felix Jaehn,Somebody You Like,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.682,0.822,5,-4.422,0,0.0399,0.217,0.00148,0.12,0.595,120.02,152745,4,58.0
426,1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4,83.0
428,63lUB0rs6KK58vj8mEAfdj,"Mike Posner, Stanaj, Yung Bae",Momma Always Told Me (feat. Stanaj & Yung Bae),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.766,0.533,9,-5.758,0,0.0506,0.03,0.0,0.0667,0.764,107.999,181335,4,50.0
430,3SawmGBjjq8EOYZJV11cJm,Post Malone,Only Wanna Be With You - Pokémon 25 Version,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360,4,67.0
432,4Q6wZlZhrwVVmGhJtmGUtG,"JP Cooper, Astrid S",Sing It With Me,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.54,0.793,5,-4.379,1,0.0492,0.0744,0.0,0.354,0.4,112.219,201199,4,66.0
434,3WKBNbYx32xlJQ0puFCnAJ,Rhys,Too Good To Be True,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.669,0.656,0,-7.1,1,0.112,0.0991,0.0,0.268,0.592,102.062,201173,4,54.0
436,6Tio0ZoDeSQnI7EBAqWer2,"P!nk, Willow Sage Hart",Cover Me In Sunshine,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702,141050,4,75.0
438,78nplE9X2ZGvQh3TKgvldE,"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,218293,4,67.0
440,2mqy0iBKlV55HiAS0BewA3,AUSTN,In Betweenin',37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.705,0.824,2,-4.825,1,0.0347,0.18,0.0,0.0901,0.925,146.999,192046,4,63.0
442,4AMY0oGSt7vZwgxDnHCJBr,"XO Cupid, Maya Avedis",True Colors (feat. Maya Avedis),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,184020,4,59.0
444,4ufkuONjQMNR2fyXu1bO9w,Andy Grammer,Lease On Life,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.704,0.701,2,-5.442,1,0.0594,0.058,0.0,0.127,0.592,88.024,168163,4,69.0
448,2wVQcA1YCuGL6EW0QbgVoV,"Clean Bandit, A7S",Everything But You (feat. A7S),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,198015,4,70.0
450,7k6tAZp4m93oswrPqSfBbc,"Thomas Rhett, Kane Brown, Ava Max",On Me (feat. Ava Max),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683,4,60.0
452,0EdgK7ASb4kfRkW8pVMN02,"Sam Feldt, Sigma, Gia Koka",2 Hearts (feat. Gia Koka),37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,186750,4,62.0
454,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,You Need To Calm Down,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,77.0
456,4MTmAFWHpvB9kPMSRgLFRp,The Lumineers,WHERE WE ARE,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.573,0.507,11,-8.084,1,0.0342,0.759,1.37e-06,0.377,0.363,123.183,172800,4,64.0
458,6HTVZeVQ9J6Uiq6tHESxU9,Radical Face,"Welcome Home, Son",37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.587,0.497,6,-10.757,1,0.0307,0.723,0.782,0.142,0.401,144.972,287634,3,71.0
460,3HdcqQpq7zb5GbEKBDY34p,Fruit Bats,Humbug Mountain Song,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,184347,4,61.0
462,6bQgMGR0zwVYYs2WU13PKR,"Bonny Light Horseman, Anaïs Mitchell, Eric D. Johnson, Josh Kaufman",California,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.595,0.568,2,-6.251,1,0.0254,0.735,0.0252,0.161,0.396,91.345,196127,4,58.0
464,6YbQXUNroKs9qofA8gttor,Ian Noe,Tom Barrett,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.389,0.457,5,-9.633,1,0.0359,0.612,5.79e-05,0.212,0.521,150.684,193080,4,59.0
468,1MxHIIzcTeFnaNsDGY3pfj,Iron & Wine,Call It Dreaming,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.512,0.501,5,-9.971,1,0.0325,0.609,6.25e-05,0.0973,0.726,79.989,231755,4,63.0
472,51Zo4yemKVPqpmRxOZfYiX,"Wild Child, The Song Confessional",Going In,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.683,0.274,4,-11.663,1,0.0356,0.751,3.46e-05,0.0981,0.508,144.041,161325,4,63.0
474,2IjyXpNgpBJuOoyKqNnvLh,First Aid Kit,Wolf,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.523,0.746,8,-6.986,1,0.0425,0.0583,0.00105,0.257,0.417,102.074,220333,4,58.0
475,1WckQ5AxU2e4lvZ5aR845A,Marcus Mumford,Better Angels,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.758,0.667,2,-8.652,1,0.0519,0.0161,0.0204,0.0716,0.777,127.956,205600,4,56.0
476,3MNCE9NHhCLIuCcL5f2G7q,The Oh Hellos,Soap,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.346,0.782,4,-8.302,1,0.039,0.00454,1.1e-05,0.0832,0.612,82.902,214820,4,38.0
477,5g7rJvWYVrloJZwKiShqlS,Of Monsters and Men,Dirty Paws,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373,4,70.0
478,2W7LF1AC58Y4Qmk9UpZ5c1,The Ballroom Thieves,Can't Cheat Death,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.616,0.754,7,-7.312,0,0.0689,0.408,3.45e-06,0.127,0.377,117.922,190787,4,45.0
479,0JfpIwZfcRwDzD6GRYzfKN,Lord Huron,Love Me Like You Used To,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.507,0.715,7,-5.93,0,0.0267,0.576,0.00416,0.155,0.793,76.01,220738,4,60.0
480,5DLmPL4kE9TYd4VGrAXB0D,Darlingside,Futures,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.348,0.479,0,-10.075,1,0.029,0.291,0.151,0.0988,0.173,97.871,285347,4,37.0
481,4g3Ocpx03I8lvA8dx9GdQQ,WILD,Back to You,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.5,0.94,0,-2.741,1,0.0332,0.0897,7.28e-05,0.109,0.478,112.02,195000,4,43.0
482,4reQP8WeF311w1sDlCBS3F,Nick Mulvey,Brother To You,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.766,0.463,1,-11.655,0,0.0545,0.804,0.00101,0.0734,0.552,97.967,214987,4,44.0
483,4PxDBIYPRDoBROF7fh6Pkr,Father John Misty,Goodbye Mr Blue,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.505,0.469,2,-8.785,1,0.0284,0.739,0.599,0.125,0.474,104.943,300240,4,51.0
484,3ohMvJzJyBzklKAqCNEaIg,"Beoga, Lissie",In a Rocket,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.484,0.736,9,-5.483,1,0.0417,0.102,6.6e-06,0.218,0.509,85.942,170490,1,41.0
485,5K5R7SYPJB81a6pMhkzNbi,The National Parks,Summer Bird,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.401,0.387,9,-6.961,1,0.0299,0.606,6.45e-05,0.0943,0.299,124.053,191981,1,42.0
486,5OhOcsBmC5Buaz0Z3gGFTa,Shovels & Rope,Domino,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.603,0.663,9,-7.357,1,0.132,0.0603,1.1e-05,0.0995,0.614,164.045,168243,4,38.0
487,0C4qvgfSB5VGixYXrYcY9j,Graeme James,Alive,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.712,0.893,5,-7.766,1,0.0331,0.159,0.389,0.113,0.8,117.027,242000,4,51.0
488,258ONJcunOE7KA225pLP2x,San Fermin,Bride,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.688,0.835,7,-5.55,1,0.0483,0.264,0.255,0.0927,0.515,103.986,229080,4,45.0
489,1beRzsjfMsFtrXkw0I4OPZ,Langhorne Slim,Mighty Soul,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.485,0.414,3,-9.575,1,0.0282,0.818,0.00137,0.177,0.638,126.686,117147,4,46.0
490,2gQV3v9mnk1Hiy6q2NWDJy,Roo Panes,I Just Love You,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.542,0.644,2,-9.358,1,0.0296,0.584,0.362,0.055,0.425,164.888,195453,4,59.0
491,7DeJ8TdwgNpz6Un0SiskhX,A Blaze of Feather,Six Years,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.402,0.476,0,-8.823,1,0.0289,0.334,0.0701,0.0947,0.164,86.06,282147,4,49.0
492,73sQ8REIBnQfqg6ZHAgfoz,Bowerbirds,Thrift Store,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.501,0.533,8,-4.715,1,0.0384,0.932,0.00362,0.0642,0.442,119.062,202757,4,41.0
493,2gBwZy7BxggimItOwLXfMc,River Whyless,Fast Like a Match,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.579,0.324,1,-8.719,1,0.027,0.782,0.000544,0.103,0.299,133.121,161013,4,41.0
494,4S9hmMTM2vXBoCaqk8SSRx,Lucius,Two of Us on the Run,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.428,0.261,2,-10.341,1,0.0306,0.758,0.0279,0.0721,0.24,79.562,275631,4,49.0
495,4XlS03Ic1tDsoFjEyZdZ9I,Passenger,A Song for the Drunk and Broken Hearted,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.567,0.741,2,-8.922,1,0.0294,0.233,0.005,0.162,0.795,136.297,239240,4,49.0
496,52VPecMGJQOxyWWWgnUvsI,Matthew And The Atlas,I Will Remain,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.742,0.43,8,-11.482,1,0.0394,0.804,0.0172,0.1,0.713,123.877,206547,4,51.0
497,6bFQTxFd9QCL8te5fbjt8i,Pokey LaFarge,Get It ‘Fore It’s Gone,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.545,0.719,7,-6.217,1,0.0777,0.751,0.0,0.331,0.769,165.208,214747,4,47.0
498,4R59wt5nnhYo88PIu3cUIt,Blanco White,Olalla,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.573,0.406,3,-11.946,1,0.0361,0.653,0.475,0.123,0.376,130.021,248160,4,66.0
500,4wDhECcwcKR4jZEEDiye5a,Devarrow,Little Road,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.66,0.618,8,-8.136,1,0.04,0.666,0.00176,0.184,0.302,108.942,195680,4,46.0
501,0Ppp8AhUasTiQxp4RHwyj5,Bendigo Fletcher,Sugar in the Creek,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.317,0.696,11,-7.844,1,0.0512,0.607,0.00086,0.108,0.68,144.95,251747,4,48.0
502,1F3pjXDkAbTkrcIjUILwCr,Jamie Drake,Here Comes The Light,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.706,0.535,9,-9.643,1,0.0347,0.139,0.00146,0.309,0.687,116.001,227250,3,34.0
503,0C9uaJt51ytJgwiZpRYyGM,The Lone Bellow,Good Times,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.6,0.861,5,-3.975,1,0.0572,0.00616,0.0,0.112,0.318,110.05,229960,4,49.0
504,5r882UNUUII5EKZ9rlVImU,Courtney Marie Andrews,Satellite,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.511,0.55,4,-8.323,1,0.0324,0.756,0.0,0.206,0.285,77.038,174540,4,49.0
505,4Y2365W43JtMuU2os31LUs,Jeff Tweedy,Guess Again,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.645,0.658,0,-5.87,1,0.0272,0.054,0.367,0.106,0.509,122.521,197387,4,45.0
506,58GSV5f6YqrgpWOpAku2Ic,"Aoife O'Donovan, Madison Cunningham",Passengers,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.627,0.346,2,-15.77,1,0.0321,0.587,0.136,0.116,0.418,133.002,212256,4,52.0
508,1FudW4lBMbxG1BVP7Ko1DT,Natalie Hemby,Heroes,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.688,0.568,7,-6.456,1,0.0237,0.00626,0.0,0.184,0.667,95.968,193898,4,42.0
509,47ed9eO66cBHvWteLlF7C0,Freedom Fry,Awake,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.618,0.769,11,-4.642,0,0.0309,0.671,0.241,0.276,0.607,111.978,194000,4,44.0
510,08cXy6KUizaAelYXtcew3w,Milo Greene,1957,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.388,0.595,1,-9.799,1,0.0325,0.663,5.58e-05,0.178,0.596,190.043,204213,4,61.0
511,5AqNpVjueURnEaMDzIrUl8,"Young Pines, Laney Jones",Start Right Now (feat. Laney Jones),37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.787,0.704,6,-6.46,1,0.0499,0.00463,0.451,0.0543,0.504,121.009,194230,4,42.0
512,7vVtCG0LmChEV6NaIwALOh,The Head And The Heart,People Need A Melody,37i9dQZF1DWSkMjlBZAZ07,Happy Folk,0.586,0.54,0,-5.761,1,0.0255,0.192,0.0,0.127,0.162,82.156,252302,4,45.0
