,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
16861,5vVLUqs9ogEGnH44Lh8Tuc,Laura Fygi,Dream A Little Dream,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.651,0.221,0,-15.223,1,0.0273,0.847,1.11e-06,0.0895,0.319,88.17,217573,4,57.0
16862,2Y4jKE3vhkI2yR3Ms065ZZ,Stacey Kent,What The World Needs Now Is Love,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.491,0.0572,7,-19.504,0,0.043,0.973,0.000329,0.129,0.337,90.807,252840,3,48.0
16863,13QWQQW83ZMO1k8EDucqgZ,Michael Bublé,My Kind of Girl,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.591,0.515,6,-6.004,1,0.0335,0.36,0.0,0.0723,0.562,113.994,246440,4,52.0
16864,3q634ZiAdA9bcg135bdJxo,Lizz Wright,Stars Fell On Alabama,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.492,0.195,2,-14.387,1,0.0272,0.94,0.0108,0.108,0.161,89.777,232280,4,55.0
16865,4EPwpBN0t11bIxjsAI8oaF,Madeleine Peyroux,To Love You All Over Again,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.649,0.334,11,-11.843,1,0.0451,0.856,1.58e-05,0.216,0.412,88.79,237800,4,58.0
16866,4cOtcRXI3a2v1gEsI1Meeo,Norah Jones,Cold Cold Heart,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.521,0.124,2,-13.027,1,0.0432,0.866,0.00112,0.0801,0.377,170.933,218600,3,54.0
16867,2IYWqinJpFhid2qRqnqPDA,"Here It Is, Gregory Porter",Suzanne (feat. Gregory Porter),37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.363,0.299,4,-13.825,1,0.054,0.82,3.65e-05,0.111,0.178,149.307,273627,4,49.0
16868,2AcDdgk7gSs1gJKcIsi6Ep,"Ray Charles, Natalie Cole",Fever,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.671,0.417,11,-10.209,0,0.21,0.402,0.0,0.12,0.331,133.557,210854,4,54.0
16869,12v7P7tjpUJmNCdhsBbeSl,Eliane Elias,Come Fly With Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.45,0.464,0,-9.3,1,0.0272,0.811,0.09,0.142,0.402,126.696,352467,4,53.0
16870,2zRdwxJioA8ID32oJAEngl,Diana Krall,It Could Happen To You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.584,0.3,10,-9.814,1,0.0385,0.406,0.0,0.164,0.208,109.344,206387,4,45.0
16871,3bO3Bh5Cx2fRM75q42vrJE,"Thomas Dutronc, Jeff Goldblum",La belle vie - The Good Life,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.818,0.36,5,-11.201,1,0.0393,0.838,0.000248,0.103,0.476,109.991,222920,4,48.0
16872,55A5X28Hd8AvSAYKx6kcND,Flora Martínez,Blue Moon,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.855,0.155,1,-11.594,1,0.0441,0.979,0.00111,0.0905,0.548,109.913,180000,4,55.0
16873,1aedwhbZp3AEL6s7HO5xw0,Matt Dusk,Summer Wind,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.508,0.394,8,-8.083,1,0.0249,0.291,0.0,0.335,0.46,96.013,161272,4,41.0
16874,6UeCjzfLUBhHOtney81sPn,Emilie-Claire Barlow,"Don't Think Twice, It's Alright",37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.66,0.437,8,-10.716,0,0.0466,0.906,0.00128,0.101,0.796,95.902,280529,4,57.0
16875,12SjdWu7R9pDvQieJA68v8,Lisa Lovbrand,I Will Wait for You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.555,0.571,5,-7.507,0,0.145,0.254,0.000527,0.0824,0.463,172.908,219080,4,49.0
16876,7FJNoj4PwKGfkQJJu7I5GG,Diana Krall,'S Wonderful,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.564,0.335,3,-15.393,1,0.0285,0.768,0.00775,0.207,0.408,130.683,264560,4,47.0
16877,0HRkVSOxjs9qdvAUKc603s,"Lyambiko, WDR Funkhausorchester",It's Oh So Quiet,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.422,0.155,10,-12.448,1,0.0461,0.833,0.0,0.0859,0.214,110.297,228173,3,44.0
16878,4VHm7ABduF0wRhmoGIOXHJ,Laura Fygi,Sunny,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.829,0.463,6,-9.878,1,0.0313,0.697,1.3e-05,0.117,0.504,111.963,236470,4,54.0
16879,6MZg4IeXiCaRe9MtWYmaul,"Trijntje Oosterhuis, Metropole Orkest",The Look Of Love,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.558,0.192,5,-14.75,0,0.0287,0.888,7.72e-05,0.104,0.266,91.954,273960,4,48.0
16880,7FqvieB7KLTInMvfieRq5a,Emilia Mitiku,I Belong to You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.37,0.206,6,-11.588,0,0.0289,0.932,1.59e-05,0.294,0.258,101.471,196320,1,50.0
16881,5iRxI8g8AxrQe6EpKYMtdN,Eliane Elias,Call Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.636,0.317,5,-17.195,0,0.0301,0.816,0.00347,0.111,0.499,107.114,250187,4,52.0
16882,13MCrdnvqoKGl4emlgLuE7,The Magic Lantern,This Life,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.401,0.152,10,-14.476,0,0.0356,0.794,0.203,0.0461,0.129,121.904,261500,4,44.0
16883,79tHp1cHwQG5f0AD6rP38l,"Paul Anka, Michael Bublé",Pennies From Heaven (with Michael Bublé),37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.739,0.315,2,-10.129,1,0.0498,0.577,0.0,0.0912,0.447,109.955,250547,4,50.0
16884,7CbgvHE083TAjaRuEfwwgm,Stacey Kent,You've Got A Friend,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.741,0.085,8,-18.854,0,0.0369,0.952,0.0042,0.114,0.364,95.242,261920,4,58.0
16885,4IbPRGOqxnJHF2H1wILXl4,Marek Johnson,Hommage,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.19,0.142,0,-15.469,1,0.0356,0.567,0.0869,0.106,0.0608,73.283,214700,3,42.0
16886,6y4PDihMDJdFRjhunzpJ6s,"Kaiak, Viktoria Tolstoy",Autumn Breeze,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.589,0.334,7,-10.08,1,0.029,0.832,0.0,0.133,0.208,80.036,241413,4,50.0
16887,7IeAEMhtC2iFE910W1Ghvw,Hailey Tuck,Close to You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.551,0.254,7,-10.416,1,0.0289,0.714,3.6e-05,0.105,0.13,108.023,275043,4,48.0
16888,7igFrxdpCKiipNBySbCEW5,"Sinne Eeg, Jacob Fischer, Jacob Christoffersen, Chris Minh Doky, Rasmus Kihlberg",Talking to Myself,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.686,0.189,8,-14.633,1,0.0697,0.746,0.0,0.103,0.501,130.741,240080,4,55.0
16889,0R5rHcEKfDpC47txuZrzCc,Flora Martínez,"Lover Man (Oh, Where Can You Be?)",37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.725,0.214,7,-12.456,1,0.0323,0.956,6.23e-05,0.164,0.246,105.04,183901,3,51.0
16890,2cb5IF0FtYPqFujORervcL,"Tony Bennett, Billy Joel",The Good Life (with Billy Joel),37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.331,0.303,10,-9.801,1,0.0303,0.923,3.71e-05,0.163,0.26,118.919,200627,3,47.0
16891,12nF9kcd6ixm3RLGZD5kqk,Peter Cincotti,Ain't Misbehavin',37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.604,0.305,2,-10.349,0,0.043,0.756,0.0127,0.104,0.389,113.107,223400,4,48.0
16892,1eBKL70QNc5b1cGLSG3FZ3,Matt Dusk,I've Got You Under My Skin,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.463,0.495,6,-7.784,1,0.0308,0.278,0.0,0.147,0.42,136.003,209849,4,44.0
16893,2ujJJsaTQ78ReHWY9Nnwh1,"Stacey Kent, Colin Oxley, David Newton, Jasper Kviberg, Jim Tomlinson, Simon Thorpe",I've Got A Crush On You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.577,0.09,1,-13.549,1,0.04,0.983,0.000278,0.106,0.181,113.167,283693,4,44.0
16894,6ZxtkBVKcbpEOVeaj21VA1,"Flora Martínez, Jose Reinoso, Marcelo Kimura, Fi Maróstica",I´m a Fool to Want You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.475,0.172,0,-12.537,1,0.0468,0.956,1.99e-05,0.115,0.198,178.739,246349,4,49.0
16895,5PPFu9Ezev083u2bEuoz3q,"Martina DaSilva, Michael Stephenson",Say You'll Be There,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.568,0.396,5,-9.367,0,0.0285,0.754,0.0,0.102,0.291,105.998,217172,4,50.0
16896,1GGK81j5LaThJjnJHhfGDq,Diana Krall,Just The Way You Are,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.54,0.348,8,-10.641,1,0.0339,0.804,0.00199,0.11,0.456,135.73,300520,4,60.0
16897,58yns8JtLREtKCzqQIEGBz,Kandace Springs,Place To Hide,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.558,0.376,9,-9.489,1,0.0267,0.86,0.0,0.113,0.144,92.857,224461,3,52.0
16898,6UMwlW88tuUf09Dj0CF6UX,Halie Loren,Waiting In Vain,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.561,0.246,8,-11.066,1,0.0902,0.954,1.68e-05,0.105,0.363,154.863,299640,4,48.0
16899,2ymzmGwO7lIs3XkONaOHVz,Peter Cincotti,Comes Love,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.634,0.25,7,-11.633,0,0.0512,0.636,0.00649,0.103,0.194,106.071,257680,4,46.0
16900,7s5Xd6BLaZfkr6C3tgR4Ow,Rod Stewart,I'm In The Mood For Love,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.51,0.348,5,-12.003,1,0.0277,0.893,3.48e-05,0.141,0.222,86.738,186880,4,52.0
16901,4WQnAZU9ydRZ7XCwj4aEB5,"Rigmor Gustafsson, Nils Landgren",Fire and Rain,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.604,0.307,2,-10.985,1,0.0302,0.687,1.85e-06,0.137,0.22,119.961,242667,4,48.0
16902,1c4oqyJGptLz2Yt7LLheX8,"Tony Bennett, John Mayer",One for My Baby (And One More for the Road),37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.573,0.324,9,-10.999,0,0.039,0.82,0.0,0.0618,0.434,100.416,176013,4,51.0
16903,11N6MAeBhzUfNVfsBVTcL4,Renee Olstead,What a Difference a Day Makes,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.403,0.12,0,-13.28,1,0.0441,0.831,0.00148,0.102,0.199,84.241,208267,4,53.0
16904,4VT4kkO2o3n4HRjBHmo1jo,"Susie Arioli, Jordan Officer",My Funny Valentine,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.444,0.196,8,-12.665,1,0.0325,0.742,0.000168,0.11,0.128,116.604,243373,4,48.0
16905,3FZww2GzwVH3uvp0B084TX,Kaiak,Take on Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.321,0.196,10,-18.771,1,0.0291,0.88,0.000311,0.907,0.137,99.44,270000,4,46.0
16906,2pzhO7ZJ3tQGnnkxI6sc5o,Inger Marie Gundersen,Will you still love me tomorrow,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.759,0.45,7,-10.5,0,0.0334,0.59,0.0113,0.102,0.457,96.051,287613,4,55.0
16907,2bAdCQPyUANc4oxnR7ZsfI,Sara Gazarek,You Are My Sunshine,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.629,0.292,0,-10.089,1,0.0422,0.765,0.00058,0.119,0.409,121.781,214893,4,51.0
16908,6uQ6RYJ0Brt4laZCLF9gKC,Steve Tyrell,Close to You - 2018 Remaster,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.414,0.427,1,-8.901,1,0.0343,0.682,0.00545,0.107,0.317,90.049,223867,4,53.0
16909,6kEi3816EhM1usV0W3DWGD,Kurt Elling,La Vie En Rose,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.453,0.492,6,-8.76,1,0.0364,0.699,9.29e-06,0.113,0.343,139.253,492520,4,48.0
16910,1FgSAyf4cQTVTgtqnmNRDp,Karrin Allyson,Too Young To Go Steady,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.36,0.266,2,-12.491,1,0.0293,0.803,0.00129,0.116,0.16,144.929,341333,3,45.0
16911,5mgx7i86Ei9kDDrbm9LrRn,Lizz Wright,I'm Confessin',37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.65,0.271,1,-15.69,1,0.0416,0.898,0.000365,0.0943,0.379,87.446,178240,4,53.0
16912,1091lAjkbu1GrbdsxICeWI,"Sachal Vasandani, Romain Collin",Blue in Green,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.352,0.0274,8,-21.635,1,0.0425,0.98,0.0113,0.117,0.0888,100.021,226656,3,45.0
16913,1oAs44xVvu4QaZpX9033S5,Shelby Lynne,I Only Want To Be With You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.89,0.279,0,-14.044,1,0.0345,0.724,0.0153,0.108,0.598,98.528,230267,4,58.0
16914,70gk9Y6aKEdWiASuu59T7Q,Gregory Porter,L-O-V-E,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.656,0.278,11,-14.032,0,0.0908,0.709,8.19e-06,0.13,0.554,108.739,128520,4,58.0
16915,69WRDCEjZS2Tejw5FSSqoD,Jesse Palter,Hey Jude,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.539,0.338,0,-10.74,1,0.0321,0.735,0.00158,0.113,0.355,147.161,388115,4,47.0
16916,75TwPttPOaiTcP2BH6tdFW,Jonny Blu,Girl from Ipanema,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.437,0.636,3,-6.52,1,0.0313,0.447,1.6e-06,0.154,0.536,134.69,170000,4,47.0
16917,6SYFwqZvPueoTBLoNjidAs,Emilie-Claire Barlow,You Make Me Feel so Young,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.744,0.327,2,-9.834,1,0.0345,0.874,8.39e-06,0.137,0.442,132.018,248417,4,56.0
16918,12J3Vk6944iKANUQZcuidf,"Changes, Elin Bemark",Easy On Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.353,0.146,5,-12.076,1,0.0321,0.881,0.0,0.0854,0.197,114.941,272785,4,51.0
16919,3jRhwpzXmmYr0lyHn4aZa3,"Silva Thordardottir, Steingrímur Teague, Jóel Pálsson",If It Was (feat. Jóel Pálsson),37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.419,0.0865,0,-16.761,1,0.0374,0.983,0.000117,0.105,0.259,117.838,221000,1,46.0
16920,1bDQlSam1rz9QQYzXzmFr9,Peter Cincotti,Some Kind Of Wonderful,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.769,0.293,5,-12.561,1,0.0298,0.665,0.00134,0.187,0.433,105.99,212427,4,53.0
16921,4IEGZYUSKkgWMy8vpp1Z7H,Sarah Kang,end credits,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.383,0.271,0,-12.538,1,0.0832,0.919,0.0,0.368,0.341,69.234,248500,3,52.0
16923,2fcmS6jBbfEIzyubu8LuFb,George Benson,Since I Fell For You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.467,0.108,7,-12.753,1,0.0347,0.952,1.61e-06,0.11,0.242,92.82,178440,3,50.0
16924,3VFr9JYb6ppsl4yxwerUXq,Gregory Porter,Hey Laura,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.694,0.265,2,-11.319,1,0.0569,0.894,1.79e-05,0.246,0.422,77.389,199427,4,59.0
16925,6M00o3MqNCShYRPND1UBEN,Rigmor Gustafsson,One At A Time,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.569,0.403,9,-8.73,1,0.0325,0.665,0.00873,0.0896,0.512,171.94,176280,4,44.0
16926,1ynhiM8AOkAFbK4BGBiYQg,Macy Gray,I Try,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.59,0.225,7,-19.948,1,0.126,0.907,0.0535,0.0977,0.291,82.78,257020,4,51.0
16927,1b8AEwsyE0NTgvySRi6SFz,Sophie Milman,My Baby Just Cares For Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.639,0.591,8,-6.562,1,0.0328,0.682,3.96e-06,0.328,0.624,121.862,214547,4,52.0
16928,5G4mD6dNtV9V30npBbAj0i,"Joe Sample, Nils Landgren",One Day I Fly Away,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.768,0.417,9,-12.966,1,0.042,0.482,0.283,0.0925,0.67,86.306,240667,4,54.0
16929,1Z1Smvor04ZbmXWzEjhKoT,"Deniz Taşar, Halil Çağlar Serin","I'm the Sky, I'm the Earth",37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.471,0.295,0,-9.191,1,0.0781,0.891,0.000239,0.144,0.261,80.946,175636,4,43.0
16930,1rPUPmUnDTmqUACgMYNkMM,Disco Loveless,Taxes,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.295,0.324,7,-9.419,1,0.0287,0.71,0.00749,0.144,0.239,173.564,201578,3,43.0
16931,6JaM5Mg9evBEMXSYxEJAEX,Molly Johnson,Lucky,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.722,0.365,8,-7.986,1,0.038,0.777,0.0,0.101,0.554,117.58,160627,4,48.0
16932,1TT7MMEeEz2W4jxaQxU7lZ,Jeff Cascaro,The Sun Is Shining for Our Love,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.637,0.343,8,-11.831,0,0.0981,0.653,0.00255,0.102,0.658,203.783,219773,4,57.0
16933,3xpujyLU8E8AsGTpxji437,"Harry Connick, Jr.",The Way You Look Tonight,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.504,0.229,1,-13.671,1,0.0372,0.534,0.0,0.298,0.489,130.003,224933,4,39.0
16934,1eWgwHZXvYG6Odpx7QwJmT,Jamie Cullum,These Are The Days,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.539,0.443,7,-7.079,1,0.0366,0.575,1.26e-05,0.137,0.409,147.789,201400,4,59.0
16935,5ZfhrMkluDMI7eMyCqqR7O,Sophie Milman,It Might As Well Be Spring,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.566,0.54,8,-7.408,1,0.0376,0.711,0.000144,0.125,0.561,122.68,216747,4,44.0
16936,2lggWmLZzrGJoejX97Usb8,Cosma Joy,Anyone,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.627,0.269,4,-11.367,0,0.0362,0.851,1.24e-05,0.108,0.195,106.083,221242,4,45.0
16937,4bJbSERtCqK9D6DRUPMmMh,Renee Olstead,A Love That Will Last,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.666,0.303,11,-11.028,0,0.0356,0.841,0.000711,0.0971,0.342,81.923,212160,4,60.0
16938,4g0tDA4iqG7apDR9YgCyOb,Cassidy Place,Red,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.864,0.383,6,-10.181,0,0.334,0.458,0.0,0.0687,0.745,113.631,105722,4,46.0
16939,2SCGUEB8vEjck8Tx8uDILP,Sophia HP,Carry On,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.482,0.342,11,-14.031,1,0.0346,0.649,4.17e-05,0.106,0.331,87.598,228639,4,44.0
16940,2H26DBC5PrgzmBkvRHqmGx,Molly Johnson,But Not For Me,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.534,0.458,7,-9.596,1,0.0654,0.647,9.85e-06,0.0998,0.573,96.102,205040,4,42.0
16941,7H3ojI1BsVy0dEJENqMt1k,Sade,By Your Side,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,274933,4,70.0
16942,1ejTOHoumUsp0g3Tg2tt00,Alex Baird,All I Needed,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.415,0.252,0,-11.625,1,0.0289,0.813,0.0196,0.125,0.25,108.641,348013,3,44.0
16943,4b9JWOc6HbWTSlgmQVyjqF,Sophia HP,Hilltop,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.694,0.354,0,-12.484,1,0.031,0.722,5.23e-06,0.108,0.33,127.598,272769,4,43.0
16944,46XjHO7TEewoj69KMpUoFQ,Melody Gardot,Morning Sun,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.506,0.276,1,-14.933,1,0.0416,0.738,0.0854,0.0956,0.188,134.977,305578,4,54.0
16945,6OTx5lgBBpUAshc23JQ89X,Norah Jones,To Live,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.575,0.263,5,-9.729,1,0.0275,0.805,0.015,0.109,0.432,116.903,268600,4,57.0
16946,3oBsEd0mQKKge4HSSt5yV8,Norah Jones,Seven Years,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.592,0.193,7,-13.876,1,0.0334,0.955,0.00508,0.117,0.383,127.381,145414,4,62.0
16947,3SOolXGudRj8IbpmEFPAj1,Stacey Kent,The Best Is Yet To Come,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.732,0.243,9,-12.532,1,0.0639,0.771,0.0,0.109,0.351,128.709,207800,4,47.0
16948,2JgQULmVwV0J3Gds7YfBCu,Madeleine Peyroux,Don't Wait Too Long,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.726,0.355,2,-10.735,1,0.0761,0.837,0.0117,0.105,0.272,105.546,191947,4,54.0
16949,3HuLpW8NmFFO5GKY8andY2,Norah Jones,The Nearness Of You,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.379,0.0462,0,-14.719,1,0.0445,0.978,0.000931,0.0912,0.147,80.641,187769,3,62.0
16950,2MKLbFPQ3QDXpQ0KnS06Kl,Norah Jones,Those Sweet Words,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,202640,4,64.0
16951,0AMKZWRgdFfGYYTxiWrwwH,Norah Jones,What Am I To You?,37i9dQZF1DWT4nLmUaFDGb,Easy Jazz,0.651,0.347,0,-9.175,1,0.0341,0.694,0.0249,0.11,0.533,75.978,210000,4,63.0
16952,3QhDPahbCLsXCNXwjrsySw,Smokestack Blues Band,Pack Fair and Square,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.358,0.87,0,-5.545,1,0.0544,0.273,0.000404,0.0554,0.872,201.712,196116,4,8.0
16953,4XpLqmD7SxGzaKuTs07FM0,"John Mayall & The Bluesbreakers, Eric Clapton",Steppin' Out,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.481,0.623,0,-4.77,1,0.0334,0.0433,0.00707,0.125,0.742,91.57,147560,4,41.0
16954,0EBCSoTMmj0Gf0aOkZ6Hx1,"Dion, Joe Bonamassa",Take It Back,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.68,0.94,2,-4.006,1,0.0529,0.074,0.000138,0.337,0.738,133.396,335227,4,32.0
16955,58PSYdY0GFg0LFb2PxYk4T,Muddy Waters,Mannish Boy,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,3,63.0
16956,6gJnxMZphJt3sk2JJXTkoJ,John Lee Hooker,Boom Boom,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.646,0.395,1,-12.828,0,0.254,0.269,0.00666,0.0741,0.848,155.839,160560,4,57.0
16957,2WGah7utjcgaErfNVGWYVz,"Edgar Winter, Joe Bonamassa",Mean Town Blues,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.492,0.935,7,-6.677,1,0.0403,0.00284,0.271,0.0918,0.738,102.053,304939,4,23.0
16958,6UAPJQ5qrM5oRViQCC9sFd,Howlin' Wolf,Poor Boy,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.692,0.605,2,-10.439,0,0.0869,0.502,0.000637,0.114,0.842,82.966,156733,4,35.0
16959,2JHVfdnXq3ITx5RxzjM2qf,"Christone ""Kingfish"" Ingram",662,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.484,0.94,4,-4.848,0,0.0786,0.0822,0.00272,0.101,0.819,157.905,197781,4,43.0
16960,3kkCpDqhrOEBf0eOR2igEE,Hound Dog Taylor,Give Me Back My Wig - Remastered,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.641,0.905,9,-6.805,1,0.0542,0.0962,0.00309,0.114,0.789,107.955,214520,4,48.0
16961,1sHmkDWe8U8SDqMZKfgTLO,Joanne Shaw Taylor,Stop Messin' Round,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.532,0.934,1,-2.87,1,0.0613,0.11,0.00699,0.292,0.502,128.053,217333,4,38.0
16962,4DNlJnFb2AFE0GiZPW5t5O,Jackie Brenston,Rocket 88 - Remastered,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.409,0.692,3,-4.276,0,0.0813,0.681,0.00173,0.117,0.742,152.711,166667,4,26.0
16963,65VzqBb5ogD2xIFD8jetMG,Muddy Waters,Got My Mojo Working,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.519,0.779,4,-9.159,1,0.0648,0.573,8.13e-05,0.286,0.888,113.487,173040,4,49.0
16964,0kGILuEma1T8xWLoClY47k,"John Mayall, Melvin Taylor",Hungry and Ready,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.617,0.744,4,-6.47,0,0.0455,0.393,0.00197,0.185,0.814,130.16,300143,4,26.0
16965,6NEnXMaCfk0dg2BnuObxX7,Otis Rush,All Your Love (I Miss Loving),37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.459,0.67,1,-9.568,0,0.0483,0.836,0.00171,0.23,0.665,127.855,157813,4,32.0
16966,6tc69oV0eeSgoQvGAzP7a1,Chuck Berry,Let It Rock (Live from Blueberry Hill),37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.532,0.831,0,-4.858,1,0.186,0.0572,0.000605,0.927,0.743,78.739,208253,4,28.0
16967,1a8vVeidOsauNu6rQmHBRS,Howlin' Wolf,Killing Floor,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.721,0.62,9,-9.775,1,0.0326,0.379,4.31e-05,0.344,0.644,118.696,172827,4,52.0
16968,2bIfM0ZOF4gxK1BeqH3Djm,B.B. King,Why I Sing The Blues,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.792,0.495,0,-11.603,1,0.0527,0.239,0.00175,0.074,0.719,118.066,517400,4,54.0
16969,5jthNmPnbVPiEcO8JGgRsZ,Little Walter,Hate To See You Go,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.583,0.482,0,-11.301,0,0.039,0.852,3.15e-06,0.11,0.903,186.137,136013,4,38.0
